instancia,ciclo_ajustado,ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,ciclo_sequencial
1142,15,27.457,1.735,2273.8,7.733,9.708,143.47,118.06,2.133,0,9.139,9.057,66.374,44.371,49.547,46.914,40.266,0.61,27
1142,16,27.452,1.738,2271.8,7.634,9.677,143.68,117.96,2.109,0,9.158,9.075,66.259,44.461,49.547,46.937,40.285,0.599,28
1142,17,27.829,1.763,2273.6,7.573,9.69,143.63,118.07,2.047,0,9.141,9.058,66.259,44.461,49.531,46.914,40.273,0.587,29
1142,18,27.587,1.755,2271.8,7.705,9.713,143.56,117.84,2.055,0,9.117,9.031,66.15,44.457,49.535,46.992,40.27,0.587,30
182,1,19.856,1.547,2716.6,0,9.192,190.09,0.141,0,0,8.55,8.495,69.899,54.227,58.883,55.656,49.406,0.631,31
182,2,20.117,1.567,2828,0.003,9.208,190.07,0,0,0,8.564,8.507,0,54.16,58.875,55.645,49.363,0.727,32
182,3,20.058,1.565,2828,0.001,9.198,189.91,0,0,0,8.575,8.528,0,54.07,58.848,55.645,49.344,0.768,33
182,4,20.348,1.588,2829.8,0.007,9.213,190.09,0,0,0,8.547,8.484,0,53.98,58.793,55.652,49.328,0.76,34
182,5,20.127,1.563,2830.6,0.003,9.187,190.14,0,0.031,0,8.538,8.477,0,53.906,58.723,55.707,49.352,0.757,35
182,6,20.231,1.578,2829.8,0,9.2,190.12,0,0,0,8.5,8.437,0,53.859,58.66,55.687,49.34,0.85,36
182,7,19.911,1.557,2831,0.004,9.174,190.31,0,0.055,0,8.512,8.453,0,53.816,58.625,55.684,49.402,0.843,37
182,8,19.961,1.562,2830.8,0.003,9.206,190.14,0,0,0,8.559,8.491,0,53.754,58.578,55.715,49.418,0.835,38
182,9,19.879,1.542,2832.6,0.001,9.138,190.09,0,0.008,0,8.568,8.512,0,53.656,58.523,55.687,49.41,0.859,39
182,10,19.934,1.544,2451,12.561,9.177,142.91,116.66,2.32,0,8.551,8.486,77.18,53.633,58.535,55.699,49.441,0.836,40
182,11,19.924,1.541,2194.8,7.749,9.19,142.26,116.83,2.102,0,8.519,8.443,77.18,53.633,58.516,55.684,49.441,0.762,41
182,12,19.886,1.538,2190.8,7.75,9.167,142.02,116.43,1.953,0,8.506,8.439,68.563,53.566,58.52,55.711,49.441,0.706,42
182,13,20.117,1.572,2191.8,7.732,9.154,141.64,116.32,2.055,0,8.52,8.461,68.563,53.645,58.531,55.699,49.363,0.677,43
182,14,20.201,1.572,2195.4,7.748,9.179,141.96,116.56,1.945,0,8.538,8.483,68.533,53.656,58.531,55.723,49.363,0.652,44
182,15,20.134,1.559,2190.6,7.763,9.173,141.96,116.54,2.031,0,8.559,8.487,68.533,53.734,58.508,55.734,49.367,0.635,45
182,16,19.966,1.56,2192.8,7.705,9.176,142.07,116.75,2.031,0,8.554,8.498,68.563,53.801,58.535,55.734,49.441,0.627,46
182,17,20.151,1.577,2190.8,7.714,9.177,142.16,116.77,2.031,0,8.519,8.46,68.563,53.801,58.523,55.82,49.434,0.631,47
182,18,20.255,1.582,2192.6,7.741,9.204,141.8,116.33,1.969,0,8.507,8.456,68.627,53.898,58.531,55.82,49.434,0.619,48
182,19,20.161,1.585,2191.8,7.749,9.189,141.74,116.27,2.055,0,8.532,8.472,68.627,53.973,58.547,55.809,49.441,0.62,49
182,20,20.326,1.592,2336.8,7.919,9.185,152.41,126.95,2.187,0,8.544,8.49,71.007,53.961,58.574,55.871,49.445,0.635,50
182,21,20.297,1.594,2325.8,7.733,9.174,152.09,126.73,2.047,0,8.573,8.516,71.007,54.043,58.625,55.895,49.434,0.632,51
182,22,20.181,1.574,2327,7.668,9.201,152.02,126.49,2.187,0,8.576,8.521,69.933,54.059,58.625,55.875,49.449,0.638,52
182,23,20.144,1.576,2326,7.756,9.203,152.1,126.83,1.953,0,8.524,8.476,69.933,54.141,58.641,55.809,49.441,0.65,53
182,24,20.122,1.579,2327.8,7.695,9.199,152.02,126.81,2.008,0,8.526,8.458,70.177,54.152,58.687,55.816,49.445,0.649,54
182,25,20.144,1.584,2327.6,7.729,9.194,152.01,126.47,2.078,0,8.522,8.465,70.177,54.164,58.687,55.82,49.441,0.651,55
182,26,20.087,1.575,2327.6,7.735,9.165,151.99,126.69,1.992,0,8.554,8.499,70.005,54.148,58.687,55.832,49.496,0.647,56
182,27,19.869,1.561,2329.4,7.668,9.194,151.94,126.69,2.109,0,8.566,8.514,70.005,54.152,58.699,55.738,49.469,0.643,57
182,28,19.879,1.559,2325.8,7.672,9.218,152,126.67,2.047,0,8.559,8.504,69.83,54.141,58.699,55.715,49.473,0.638,58
182,29,19.726,1.541,2325.6,7.739,9.204,152,126.78,1.969,0,8.537,8.474,69.83,54.141,58.699,55.738,49.527,0.643,59
182,30,19.696,1.543,2453.4,7.633,9.219,161.66,136.51,1.937,0,8.551,8.484,57.1,54.152,58.727,55.734,49.527,0.651,60
1667,1,47.206,2.155,2920,0,10.179,191.6,0.094,0,9.734,9.967,9.846,67.672,35.648,41.316,38.445,30.613,0.558,1
1667,2,47.446,2.146,2953.2,0.003,10.208,191.62,0,0,9.684,9.931,9.812,0,35.68,41.312,38.414,30.605,0.568,2
1667,3,47.156,2.148,2951.2,0,10.182,191.54,0,0,9.705,9.932,9.81,0,35.598,41.328,38.414,30.602,0.576,3
1667,4,47.301,2.175,2952,0.001,10.181,191.46,0,0,9.729,9.974,9.853,0,35.508,41.25,38.426,30.605,0.58,4
1667,5,47.594,2.182,2951.8,0.001,10.224,191.44,0,0,9.729,9.95,9.828,0,35.516,41.262,38.508,30.613,0.581,5
1667,6,47.463,2.165,2952.2,0,10.196,191.46,0,0,9.67,9.918,9.802,0,35.422,41.242,38.496,30.605,0.584,6
1667,7,47.537,2.17,2951.4,0.003,10.182,191.55,0,0,9.727,9.95,9.825,0,35.414,41.211,38.508,30.613,0.585,7
1667,8,47.594,2.171,2951.8,0,10.186,191.44,0,0,9.701,9.955,9.84,0,35.328,41.18,38.5,30.621,0.589,8
1667,9,47.202,2.149,2952,0.001,10.182,191.48,0,0,9.678,9.91,9.772,0,35.32,41.148,38.512,30.621,0.586,9
1667,10,47.136,2.129,2531.4,11.736,10.181,152.84,124.69,3.531,10.132,9.908,9.794,68.925,35.242,41.129,38.418,30.633,0.593,10
1667,11,47.169,2.135,2366.8,8.138,10.18,147.06,121.02,2.391,10.171,9.931,9.823,68.925,35.254,41.137,38.445,30.652,0.578,11
1667,12,47.147,2.142,2358.6,8.064,10.169,146.81,120.65,2.414,10.146,9.912,9.801,68.201,35.25,41.129,38.445,30.629,0.556,12
1667,13,47.131,2.129,2357.2,7.863,10.174,146.66,120.49,2.328,10.097,9.88,9.769,68.201,35.25,41.141,38.512,30.641,0.554,13
1667,14,47.408,2.159,2355.4,7.833,10.167,146.69,120.81,2.32,10.154,9.923,9.809,67.616,35.332,41.137,38.508,30.633,0.542,14
1667,15,47.359,2.153,2354,7.934,10.176,146.76,120.51,2.375,10.163,9.941,9.822,67.616,35.332,41.148,38.52,30.645,0.546,15
1667,16,47.655,2.184,2355.6,7.993,10.192,146.53,120.57,2.445,10.148,9.914,9.792,67.633,35.414,41.156,38.531,30.629,0.541,16
1667,17,47.138,2.169,2352.2,7.817,10.169,146.66,120.72,2.273,10.149,9.92,9.802,67.633,35.414,41.148,38.559,30.641,0.526,17
1667,18,47.382,2.183,2355.2,7.953,10.187,146.69,120.52,2.352,10.169,9.957,9.839,67.525,35.402,41.148,38.613,30.641,0.514,18
1307,1,27.43,1.766,2817.4,0.001,9.713,190.94,0,0,0,9.179,9.103,69.202,44.457,49.473,46.578,39.82,0.595,19
1307,2,27.406,1.769,2885.6,0,9.719,190.93,0,0,0,9.158,9.071,0,44.367,49.473,46.559,39.832,0.617,20
1307,3,27.461,1.758,2887.6,0.001,9.727,190.8,0,0,0,9.118,9.028,0,44.25,49.426,46.566,39.809,0.649,21
1307,4,27.429,1.76,2885.8,0.003,9.706,191,0,0,0,9.132,9.053,0,44.207,49.383,46.574,39.82,0.661,22
1307,5,27.477,1.771,2881.8,0.005,9.721,190.82,0,0,0,9.169,9.083,0,44.191,49.367,46.566,39.805,0.666,23
1307,6,27.461,1.772,2880,0.005,9.731,190.74,0,0,0,9.168,9.089,0,44.117,49.297,46.559,39.82,0.666,24
42,1,19.026,1.463,2770.8,0,9.417,189.92,0.172,0,0,8.732,8.677,68.943,51.211,55.793,52.539,46.777,0.611,25
42,2,19.064,1.466,2853.6,0,9.425,190.38,0,0,0,8.755,8.689,0,51.117,55.773,52.539,46.777,0.641,26
42,3,19.395,1.492,2857.6,0,9.412,190.44,0,0,0,8.73,8.675,0,51.051,55.723,52.539,46.68,0.669,27
42,4,19.367,1.487,2854,0.004,9.453,190.33,0,0,0,8.705,8.646,0,51.02,55.734,52.539,46.699,0.692,28
42,5,19.336,1.483,2852,0.004,9.423,190.28,0,0,0,8.698,8.644,0,50.969,55.727,52.535,46.684,0.692,29
42,6,19.304,1.485,2852,0.003,9.431,190.22,0,0,0,8.712,8.656,0,50.852,55.645,52.621,46.766,0.696,30
42,7,19.283,1.488,2851.8,0.005,9.416,190.15,0,0,0,8.733,8.674,0,50.797,55.617,52.621,46.773,0.758,31
42,8,19.116,1.477,2857.2,0.001,9.394,190.33,0,0.094,0,8.753,8.685,0,50.793,55.57,52.633,46.844,0.758,32
42,9,19.214,1.474,2857.2,0.004,9.399,190.25,0,0,0,8.743,8.672,0,50.707,55.516,52.625,46.805,0.908,33
42,10,19.298,1.481,2426.4,12.333,9.412,149.8,121.92,3.234,0,8.715,8.644,68.94,50.621,55.492,52.672,46.828,0.884,34
42,11,19.393,1.493,2220,7.842,9.445,142.81,117.36,2.047,0,8.705,8.644,68.94,50.566,55.492,52.637,46.797,0.768,35
42,12,19.4,1.496,2223.8,7.814,9.394,142.76,117.24,2.023,0,8.698,8.649,68.887,50.586,55.488,52.664,46.789,0.702,36
42,13,19.271,1.483,2220,7.849,9.392,142.52,117.02,1.969,0,8.722,8.661,68.887,50.605,55.48,52.672,46.801,0.664,37
42,14,19.702,1.507,2220,7.826,9.381,142.55,117.27,2.156,0,8.738,8.678,68.934,50.633,55.48,52.648,46.73,0.654,38
42,15,19.528,1.503,2224,7.836,9.413,142.69,117.2,2,0,8.739,8.675,68.934,50.703,55.48,52.648,46.73,0.628,39
42,16,19.447,1.497,2222.6,7.841,9.441,142.39,117.02,2.102,0,8.71,8.651,68.971,50.793,55.508,52.699,46.797,0.613,40
42,17,19.234,1.487,2219.8,7.886,9.434,142.7,117.36,2.023,0,8.696,8.633,68.971,50.797,55.516,52.699,46.836,0.608,41
42,18,19.357,1.491,2222.6,7.834,9.424,142.81,117.39,2.062,0,8.7,8.637,69.023,50.848,55.535,52.711,46.844,0.606,42
42,19,19.265,1.493,2220,7.888,9.408,142.52,116.97,2.008,0,8.725,8.665,69.023,50.891,55.543,52.715,46.867,0.609,43
42,20,19.472,1.51,2355.8,7.773,9.419,153.06,127.57,2.008,0,8.752,8.689,59.201,50.887,55.535,52.785,46.852,0.612,44
42,21,19.502,1.512,2357.8,7.712,9.401,152.59,127.32,2,0,8.771,8.712,59.201,50.969,55.547,52.785,46.84,0.62,45
42,22,19.515,1.512,2358.2,7.759,9.409,152.94,127.39,2.055,0,8.752,8.7,69.739,51.031,55.57,52.781,46.84,0.625,46
42,23,19.659,1.517,2354,7.758,9.428,152.69,127.31,2.055,0,8.708,8.643,69.739,51.023,55.59,52.785,46.797,0.639,47
42,24,19.643,1.516,2354,7.601,9.424,152.91,127.34,1.937,0,8.688,8.639,69.302,51.047,55.641,52.773,46.777,0.637,48
42,25,19.633,1.517,2358.6,7.908,9.408,152.77,127.61,1.922,0,8.715,8.658,69.302,51.051,55.637,52.699,46.801,0.631,49
42,26,19.262,1.489,2356,7.662,9.423,152.94,127.44,2.062,0,8.755,8.696,69.582,51.062,55.668,52.703,46.836,0.643,50
42,27,19.254,1.487,2357.2,7.719,9.419,152.69,127.5,2.031,0,8.762,8.708,69.582,51.051,55.707,52.687,46.855,0.635,51
42,28,19.239,1.489,2358.2,7.837,9.432,152.81,127.29,1.969,0,8.752,8.699,69.9,51.141,55.711,52.703,46.879,0.641,52
42,29,19.226,1.487,2359,7.716,9.451,152.76,127.43,1.953,0,8.718,8.663,69.9,51.047,55.707,52.703,46.867,0.627,53
42,30,19.105,1.476,2492.2,7.642,9.446,162.68,137.76,1.812,0,8.707,8.654,57.006,51.098,55.719,52.676,46.871,0.628,54
42,31,19.175,1.483,2491.6,7.706,9.421,162.59,137.43,1.828,0,8.729,8.663,57.006,51.145,55.723,52.672,46.867,0.629,55
42,32,19.163,1.477,2488.8,7.663,9.434,162.69,137.35,2,0,8.757,8.696,70.618,51.141,55.719,52.684,46.863,0.639,56
42,33,19.162,1.477,2491.4,7.581,9.418,162.77,137.38,2.055,0,8.764,8.703,70.618,51.234,55.719,52.664,46.855,0.638,57
42,34,19.25,1.484,2488.8,7.619,9.414,162.9,137.3,1.937,0,8.752,8.697,70.596,51.273,55.711,52.621,46.797,0.635,58
42,35,19.234,1.478,2488.8,7.747,9.439,162.82,137.53,1.891,0,8.725,8.65,70.596,51.305,55.781,52.633,46.801,0.637,59
42,36,19.091,1.468,2486.4,7.664,9.448,162.64,137.34,1.891,0,8.708,8.654,70.811,51.301,55.809,52.621,46.801,0.629,60
1665,1,47.227,2.147,2925.2,0.005,10.178,191.62,0.211,0,9.659,9.946,9.823,67.96,35.668,41.273,38.437,30.602,0.548,1
1665,2,47.119,2.143,2951.4,0,10.161,191.51,0,0,9.673,9.942,9.821,0,35.57,41.234,38.445,30.594,0.553,2
1665,3,47.24,2.149,2951.2,0.001,10.189,191.55,0,0,9.626,9.905,9.781,0,35.508,41.246,38.414,30.602,0.563,3
1665,4,47.324,2.142,2949.6,0,10.171,191.51,0,0,9.648,9.927,9.812,0,35.488,41.242,38.437,30.617,0.566,4
1665,5,47.408,2.15,2948,0,10.165,191.38,0,0,9.697,9.964,9.839,0,35.453,41.223,38.418,30.617,0.56,5
1665,6,47.433,2.147,2948,0,10.181,191.59,0,0,9.652,9.918,9.806,0,35.422,41.156,38.43,30.617,0.566,6
1665,7,47.313,2.146,2948,0,10.17,191.44,0,0,9.637,9.915,9.8,0,35.332,41.168,38.457,30.605,0.559,7
1665,8,47.351,2.148,2947.8,0,10.158,191.52,0,0,9.673,9.942,9.824,0,35.254,41.156,38.441,30.617,0.558,8
1665,9,47.148,2.136,2949.6,0,10.165,191.48,0,0,9.627,9.901,9.781,0,35.234,41.141,38.418,30.613,0.574,9
1665,10,47.242,2.138,2531.8,11.828,10.16,153.06,124.75,3.383,10.095,9.877,9.759,62.02,35.242,41.082,38.445,30.641,0.613,10
1665,11,47.076,2.132,2360.2,7.976,10.139,147.02,120.98,2.352,10.152,9.913,9.8,62.02,35.238,41.086,38.453,30.633,0.577,11
1665,12,47.098,2.124,2357.2,7.986,10.159,146.65,120.59,2.227,10.123,9.908,9.786,68.448,35.227,41.082,38.437,30.641,0.551,12
1004,1,27.577,1.749,2794,0,9.648,190.23,0.219,0,0,9.023,8.939,66.441,45.98,50.77,48.016,41.324,0.612,13
1004,2,27.503,1.742,2891.2,0.003,9.631,190.5,0.062,0,0,9.059,8.978,0,45.883,50.766,48.031,41.312,0.632,14
1004,3,27.471,1.741,2894.6,0.001,9.631,190.56,0,0,0,9.071,8.987,0,45.801,50.754,48.023,41.328,0.668,15
1004,4,27.531,1.743,2893.2,0.001,9.644,190.34,0,0,0,9.033,8.951,0,45.723,50.695,48.02,41.328,0.673,16
1004,5,27.563,1.733,2891.2,0.003,9.651,190.52,0,0,0,9.007,8.932,0,45.723,50.656,48.02,41.328,0.671,17
1004,6,27.563,1.74,2890.2,0.003,9.646,190.39,0,0,0,9.015,8.948,0,45.648,50.656,48.031,41.402,0.669,18
1004,7,27.23,1.723,2891.6,0,9.635,190.48,0,0,0,9.068,8.979,0,45.551,50.648,48.031,41.406,0.664,19
1004,8,27.189,1.725,2892.4,0,9.66,190.63,0,0,0,9.049,8.97,0,45.473,50.621,48.023,41.406,0.672,20
1004,9,27.209,1.717,2891.4,0.006,9.646,190.58,0,0.07,0,9.015,8.937,0,45.488,50.562,48.023,41.406,0.675,21
1004,10,27.501,1.726,2547,13.371,9.632,152.43,123.84,3.687,0,9.003,8.923,67.657,45.461,50.504,48.035,41.352,0.693,22
1004,11,27.402,1.735,2262.8,7.634,9.619,143.56,118.18,2.062,0,9.025,8.955,67.657,45.461,50.523,48.031,41.344,0.645,23
1004,12,27.501,1.737,2262.8,7.632,9.629,143.02,117.42,2.062,0,9.057,8.981,66.197,45.391,50.539,48.031,41.352,0.612,24
437,1,18.985,1.477,2741.2,0.004,8.987,189.68,0,0,0,8.495,8.443,69.027,56.609,61.098,57.953,51.891,0.612,25
437,2,19.01,1.479,2827.4,0.004,8.986,189.98,0,0,0,8.484,8.424,0,56.535,61.078,57.973,51.887,0.717,26
437,3,19.033,1.467,2829.2,0.004,9.055,190.16,0,0,0,8.438,8.38,0,56.453,61.031,57.961,51.895,0.775,27
437,4,19.035,1.468,2831.4,0,9.016,190.18,0,0,0,8.42,8.378,0,56.41,61.004,57.953,51.895,0.775,28
437,5,19.045,1.473,2822.2,0,8.975,189.77,0,0.07,0,8.43,8.382,0,56.371,60.934,57.953,51.895,0.869,29
437,6,19.02,1.469,2827.6,0,8.979,190.19,0,0.07,0,8.448,8.403,0,56.281,60.926,57.945,51.902,0.886,30
437,7,19.072,1.475,2830,0.001,9.023,190.11,0,0.031,0,8.476,8.42,0,56.199,60.895,57.961,51.891,0.858,31
437,8,19.072,1.476,2829.4,0,8.998,190.04,0,0,0,8.484,8.438,0,56.199,60.852,57.949,51.887,0.929,32
437,9,19.01,1.464,2831.2,0.003,8.975,189.95,0,0.039,0,8.462,8.405,0,56.117,60.762,57.937,51.867,1.011,33
437,10,18.964,1.458,2517.6,15.422,9.022,153.51,124.05,4.125,0,8.438,8.389,57.599,56.035,60.73,57.945,51.906,0.949,34
437,11,18.949,1.463,2200.6,8.154,9.004,141.77,116.2,2.141,0,8.408,8.368,57.599,56.039,60.703,57.953,51.914,0.817,35
437,12,18.925,1.463,2188.2,7.804,9.002,141.34,115.81,2.133,0,8.435,8.382,69.883,56.023,60.691,57.949,51.914,0.734,36
437,13,18.937,1.456,2189.8,7.802,8.983,141.42,115.73,2.117,0,8.447,8.391,69.883,56.012,60.703,57.945,51.93,0.697,37
437,14,19.02,1.466,2187.6,7.766,9.001,141.27,116.1,2.117,0,8.468,8.418,68.928,56.035,60.73,57.949,51.895,0.659,38
437,15,19.182,1.487,2189.2,7.781,8.995,141.26,115.81,2.117,0,8.486,8.428,68.928,56.027,60.738,58.031,51.914,0.638,39
437,16,19.145,1.484,2189.2,7.779,8.999,141.27,115.73,2.117,0,8.464,8.415,68.714,56.109,60.758,58.027,51.906,0.625,40
437,17,19.197,1.485,2186,7.75,9.026,141.39,115.94,2.266,0,8.435,8.386,68.714,56.199,60.762,58.035,51.906,0.615,41
437,18,19.194,1.488,2186,7.758,9.036,141.23,115.89,2.133,0,8.435,8.388,68.671,56.187,60.793,58.035,51.918,0.605,42
437,19,19.234,1.489,2184,7.709,9.025,141.39,115.79,2.102,0,8.439,8.389,68.671,56.281,60.84,58.047,51.902,0.607,43
437,20,19.187,1.487,2317.2,7.591,9.009,151.11,125.6,2.133,0,8.467,8.408,54.756,56.289,60.828,58.027,51.914,0.613,44
437,21,19.185,1.489,2318,7.766,8.996,151.25,125.7,1.914,0,8.486,8.437,54.756,56.367,60.844,58.031,51.922,0.628,45
437,22,19.251,1.498,2316,7.684,9.009,151.21,125.65,2.086,0,8.497,8.441,69.207,56.426,60.855,58.031,51.914,0.635,46
437,23,19.192,1.49,2317.8,7.643,9.028,151.19,125.77,2.023,0,8.462,8.418,69.207,56.422,60.895,58.047,51.914,0.63,47
437,24,19.217,1.49,2317.6,7.684,9.018,151.23,125.76,1.969,0,8.443,8.389,69.251,56.402,60.922,58.035,51.93,0.632,48
437,25,19.197,1.488,2317.6,7.617,9.019,151.16,125.7,2.047,0,8.413,8.378,69.251,56.441,60.91,58.055,51.902,0.629,49
437,26,19.184,1.49,2316,7.745,9.02,151.19,125.5,1.922,0,8.441,8.389,69.344,56.437,60.934,58.055,51.902,0.627,50
437,27,19.157,1.495,2319.2,7.615,9.054,151.12,125.66,2.008,0,8.475,8.42,69.344,56.449,60.926,58.043,51.914,0.649,51
437,28,19.155,1.495,2317.8,7.724,9.02,151.14,125.84,2.055,0,8.491,8.447,69.51,56.547,60.934,58.031,51.914,0.635,52
437,29,18.935,1.465,2316.2,7.637,9.035,151.04,125.65,2.047,0,8.499,8.439,69.51,56.449,60.934,57.953,51.918,0.627,53
437,30,18.959,1.464,2448.8,7.559,9.051,160.91,135.84,2.047,0,8.485,8.428,56.417,56.531,60.934,57.953,51.906,0.627,54
437,31,18.959,1.468,2449.6,7.744,9.047,161.01,135.47,2.055,0,8.45,8.396,56.417,56.527,60.934,57.953,51.918,0.627,55
437,32,18.927,1.468,2449.6,7.628,9.038,160.84,135.59,2,0,8.441,8.392,70.789,56.602,60.937,57.953,51.918,0.64,56
437,33,18.758,1.446,2448,7.62,9.031,160.97,135.59,1.922,0,8.44,8.384,70.789,56.602,60.949,57.871,51.906,0.661,57
437,34,18.738,1.446,2449.6,7.567,8.999,160.88,135.71,1.922,0,8.462,8.408,70.02,56.602,60.996,57.867,51.922,0.662,58
437,35,18.721,1.448,2449.6,7.686,9.034,160.86,135.53,1.945,0,8.495,8.436,70.02,56.602,61.02,57.871,51.934,0.649,59
437,36,18.68,1.438,2449.2,7.701,9,160.72,135.51,2.055,0,8.498,8.441,71.051,56.602,61.07,57.871,51.906,0.634,60
1008,1,27.498,1.72,2778.8,0,9.637,190.09,0.187,0,0,9.025,8.942,66.571,45.883,50.715,47.937,41.328,0.617,1
1008,2,27.512,1.718,2887.6,0,9.62,190.57,0,0,0,9.039,8.96,0,45.809,50.715,47.93,41.324,0.643,2
1008,3,27.686,1.73,2888,0.001,9.626,190.42,0,0,0,9.061,8.97,0,45.754,50.672,47.93,41.312,0.674,3
1008,4,27.548,1.715,2890,0,9.646,190.48,0,0,0,9.024,8.95,0,45.727,50.641,47.941,41.336,0.688,4
1008,5,27.756,1.737,2887.8,0.001,9.643,190.55,0,0,0,9.014,8.928,0,45.617,50.633,48.016,41.301,0.682,5
1008,6,27.743,1.739,2887.6,0.003,9.637,190.48,0,0,0,9.022,8.941,0,45.551,50.648,48.008,41.328,0.674,6
1008,7,27.722,1.735,2891.4,0.005,9.636,190.5,0,0,0,9.061,8.979,0,45.562,50.586,48.031,41.328,0.678,7
1008,8,27.754,1.74,2887.8,0.001,9.631,190.6,0,0,0,9.056,8.973,0,45.473,50.559,48.031,41.316,0.684,8
1008,9,27.724,1.732,2887.8,0.003,9.643,190.52,0,0,0,9.017,8.941,0,45.473,50.539,48.02,41.324,0.687,9
1008,10,27.676,1.731,2537.8,13.275,9.628,152.32,123.77,3.656,0,9.005,8.926,67.882,45.375,50.469,48.023,41.34,0.686,10
1008,11,27.681,1.734,2263.8,7.634,9.62,143.6,117.94,2.117,0,9.039,8.963,67.882,45.383,50.469,48.031,41.352,0.637,11
1008,12,27.71,1.732,2259.8,7.643,9.617,143.3,117.68,2.055,0,9.057,8.98,66.43,45.391,50.484,48.016,41.34,0.614,12
1008,13,27.905,1.745,2259.8,7.631,9.632,143.6,117.89,2.031,0,9.016,8.946,66.43,45.383,50.484,48.02,41.352,0.621,13
1008,14,27.798,1.731,2263.8,7.645,9.632,143.15,117.52,2.156,0,8.988,8.913,66.313,45.469,50.523,48.02,41.355,0.629,14
1008,15,27.744,1.733,2261.4,7.624,9.622,143.26,117.87,1.977,0,9.017,8.941,66.313,45.551,50.551,48.02,41.352,0.622,15
1008,16,27.854,1.739,2255.6,7.648,9.627,143.37,117.7,2.008,0,9.055,8.974,66.366,45.566,50.539,48.02,41.355,0.612,16
1008,17,28.102,1.761,2257.6,7.638,9.649,143.55,117.94,2.141,0,9.067,8.983,66.366,45.566,50.551,48.113,41.34,0.595,17
1008,18,28.053,1.754,2261.4,7.589,9.664,143.57,118.01,2.156,0,9.03,8.967,66.331,45.633,50.562,48.113,41.352,0.59,18
1008,19,27.97,1.755,2256,7.644,9.648,143.17,117.78,2.008,0,9.021,8.95,66.331,45.629,50.559,48.098,41.355,0.588,19
1008,20,28.051,1.761,2395.4,7.584,9.637,153.53,128.28,1.937,0,9.067,8.977,58.202,45.723,50.578,48.117,41.355,0.598,20
1008,21,28.115,1.757,2395.8,7.571,9.629,153.38,127.92,2.047,0,9.067,9,58.202,45.723,50.562,48.098,41.328,0.604,21
1008,22,28.027,1.753,2391.8,7.632,9.653,153.3,127.73,1.922,0,9.05,8.962,67.321,45.723,50.617,48.105,41.344,0.616,22
1008,23,28.002,1.754,2397.6,7.662,9.68,153.41,127.82,1.953,0,9.012,8.933,67.321,45.742,50.641,48.105,41.34,0.639,23
1008,24,27.749,1.731,2395.6,7.442,9.629,153.31,127.47,2.031,0,9.014,8.943,67.05,45.727,50.621,48.023,41.344,0.637,24
1593,1,46.435,2.132,2934.6,0,10.169,191.78,0.156,0,0.442,9.97,9.855,68.148,35.488,41.156,38.359,30.547,0.553,25
1593,2,46.707,2.134,2939.8,0.004,10.167,191.41,0,0,0.431,9.95,9.832,0,35.449,41.168,38.348,30.539,0.572,26
1593,3,46.588,2.14,2941.6,0.001,10.171,191.46,0,0,0.48,9.925,9.802,0,35.492,41.141,38.359,30.539,0.581,27
1593,4,46.707,2.133,2943.6,0.001,10.179,191.52,0,0,0.455,9.955,9.83,0,35.414,41.129,38.348,30.535,0.592,28
1593,5,46.707,2.145,2939.8,0,10.16,191.58,0,0,0.472,9.975,9.871,0,35.344,41.07,38.348,30.547,0.596,29
1593,6,46.541,2.139,2943.6,0,10.193,191.39,0,0,0.467,9.936,9.809,0,35.27,41.074,38.359,30.551,0.593,30
1593,7,46.822,2.153,2939.6,0,10.178,191.46,0,0,0.491,9.93,9.817,0,35.211,41.07,38.352,30.535,0.592,31
1593,8,46.686,2.138,2938,0.003,10.14,191.52,0,0,0.521,9.962,9.84,0,35.168,41.074,38.391,30.527,0.586,32
1593,9,46.462,2.117,2944,0,10.151,191.44,0,0,0.511,9.913,9.795,0,35.187,41.074,38.348,30.551,0.602,33
1593,10,46.424,2.123,2503.8,10.619,10.164,150.86,123.31,3.016,0.777,9.893,9.778,57.398,35.172,41.059,38.375,30.562,0.618,34
1593,11,46.435,2.132,2348,7.963,10.141,146.76,120.56,2.547,1.101,9.937,9.814,57.398,35.176,41.066,38.352,30.562,0.591,35
1593,12,46.61,2.134,2345.8,7.869,10.169,146.65,120.84,2.43,2.283,9.927,9.804,68.339,35.184,41.059,38.348,30.555,0.572,36
1593,13,46.567,2.134,2343.8,7.903,10.156,146.57,120.62,2.383,1.364,9.891,9.772,68.339,35.234,41.047,38.344,30.566,0.551,37
1593,14,46.829,2.156,2343.8,8.059,10.136,146.45,120.48,2.359,1.476,9.918,9.804,68.03,35.176,41.059,38.426,30.562,0.542,38
1593,15,46.676,2.153,2343.8,7.814,10.146,146.52,120.52,2.383,0.636,9.954,9.835,68.03,35.27,41.07,38.43,30.566,0.535,39
1593,16,46.792,2.15,2341.8,7.954,10.194,146.48,120.4,2.352,0.554,9.922,9.799,67.893,35.242,41.07,38.418,30.562,0.529,40
1593,17,46.981,2.176,2343.8,7.888,10.158,146.42,120.38,2.445,0.637,9.917,9.806,67.893,35.344,41.066,38.508,30.566,0.523,41
